연번,주관대학명,학과(부),주관학과명,학년,교과목번호,분반,교과목명,교과목구분,학점,이론시간,실습시간,시간표,교수명,교양영역명,원어강의,팀티칭,원격강좌여부,수강제한인원,비고
165,인문대학,,국어국문학과,4학년,KL2300094,010,국어의의미,전공선택,3,3,0,"화 10:30(75) 306-212, 목 10:30(75) 306-212",박소영,,,N,N,30,
166,인문대학,,국어국문학과,4학년,KL2300175,010,국어맞춤법,전공선택,3,3,0,"월 12:00(75) 306-313, 수 12:00(75) 306-313",이옥희,,,N,N,30,
167,인문대학,,국어국문학과,4학년,KL3400829,010,고전작가의삶과문학,전공선택,3,3,0,"월 10:30(75) 306-313, 수 10:30(75) 306-313",한태문,,,N,N,30,
168,인문대학,,중어중문학과,전학년,ZF1100787,001,삼국지문화기행,효원균형교양,3,3,0,"월 13:30(75) 306-310, 수 13:30(75) 306-310",남덕현,사상과역사,,N,N,30,
169,인문대학,,중어중문학과,전학년,ZF1100787,002,삼국지문화기행,효원균형교양,3,3,0,"월 13:30(75) 306-408, 수 13:30(75) 306-408",김소정,사상과역사,,N,N,30,
170,인문대학,,중어중문학과,전학년,ZF1100989,001,글로벌중국어1,효원균형교양,3,3,0,"월 10:30(75) 306-409, 수 10:30(75) 306-409",나도원,세계와 소통,,N,N,30,
171,인문대학,,중어중문학과,전학년,ZF1100989,002,글로벌중국어1,효원균형교양,3,3,0,"월 15:00(75) 405-2103, 수 15:00(75) 405-2103",송주란,세계와 소통,,N,N,30,
172,인문대학,,중어중문학과,전학년,ZF1100989,003,글로벌중국어1,효원균형교양,3,3,0,"월 12:00(75) 306-216, 수 12:00(75) 306-216",안승웅,세계와 소통,,N,N,30,
173,인문대학,,중어중문학과,전학년,ZF1100989,004,글로벌중국어1,효원균형교양,3,3,0,"화 15:00(75) 405-2103, 목 15:00(75) 405-2103",유미경,세계와 소통,,N,N,30,
174,인문대학,,중어중문학과,전학년,ZF1100989,005,글로벌중국어1,효원균형교양,3,3,0,"화 10:30(75) 306-217, 목 10:30(75) 306-217",유철,세계와 소통,,N,N,30,
175,인문대학,,중어중문학과,전학년,ZF1100989,006,글로벌중국어1,효원균형교양,3,3,0,"화 13:30(75) 306-310, 목 13:30(75) 306-310",이창민,세계와 소통,,N,N,30,
176,인문대학,,중어중문학과,전학년,ZF1100989,007,글로벌중국어1,효원균형교양,3,3,0,"화 09:00(75) 306-216, 목 09:00(75) 306-216",황지경,세계와 소통,,N,N,30,
177,인문대학,,중어중문학과,전학년,ZF1100989,008,글로벌중국어1,효원균형교양,3,3,0,"화 12:00(75) 306-216, 목 12:00(75) 306-216",송주란,세계와 소통,,N,N,30,
178,인문대학,,중어중문학과,전학년,ZF1100989,009,글로벌중국어1,효원균형교양,3,3,0,"화 12:00(75) 306-310, 목 12:00(75) 306-310",이창민,세계와 소통,,N,N,30,
179,인문대학,,중어중문학과,전학년,ZF1100989,200,글로벌중국어1,효원균형교양,3,3,0,금 10:00-13:00 밀양M03-3453,유미경,세계와 소통,,N,N,30,
180,인문대학,,중어중문학과,전학년,ZF1100990,001,글로벌중국어2,효원균형교양,3,3,0,"월 12:00(75) 306-410, 수 12:00(75) 306-410",나도원,세계와 소통,,N,N,25,
181,인문대학,,중어중문학과,전학년,ZF1100990,002,글로벌중국어2,효원균형교양,3,3,0,"화 10:30(75) 306-205, 목 10:30(75) 306-205",박노종,세계와 소통,,N,N,25,
182,인문대학,,중어중문학과,전학년,ZF1200640,001,중국사회와대중문화,효원균형교양,3,3,0,"월 09:00(75) 306-310, 수 09:00(75) 306-310",박노종,사회와문화,,N,N,30,
183,인문대학,,중어중문학과,전학년,ZF1101144,001,부산식탁위의동아시아,효원창의교양,3,3,0,"월 16:30(75) 306-501, 수 16:30(75) 306-501",최진아,융합과 창의,,N,Y,50,MOOC
184,인문대학,,중어중문학과,1학년,CL1600662,011,초급중국어말하기,전공기초,3,3,0,"화 10:30(75) 306-310, 목 10:30(75) 306-310",신우선,,,N,N,20,
185,인문대학,,중어중문학과,1학년,CL1600662,012,초급중국어말하기,전공기초,3,3,0,"화 10:30(75) 306-216, 목 10:30(75) 306-216",황지경,,,N,N,20,
186,인문대학,,중어중문학과,1학년,CL1600662,013,초급중국어말하기,전공기초,3,3,0,"월 12:00(75) 306-310, 수 12:00(75) 306-310",이창민,,,N,N,20,
187,인문대학,,중어중문학과,1학년,CL1600664,011,초급중국어듣기,전공기초,3,3,0,"월 10:30(75) 306-216, 수 10:30(75) 306-216",김현희,,,N,N,20,
188,인문대학,,중어중문학과,1학년,CL1600664,012,초급중국어듣기,전공기초,3,3,0,"월 10:30(75) 306-310, 수 10:30(75) 306-310",이화진,,,N,N,20,
189,인문대학,,중어중문학과,1학년,CL1600664,013,초급중국어듣기,전공기초,3,3,0,"화 12:00(75) 306-308, 목 12:00(75) 306-308",유철,,,N,N,20,
190,인문대학,,중어중문학과,2학년,CL2000136,011,중국문학개론,전공필수,3,3,0,"월 15:00(75) 405-2104, 수 15:00(75) 405-2104",김소정,,,N,N,30,
191,인문대학,,중어중문학과,2학년,CL2000136,012,중국문학개론,전공필수,3,3,0,"화 13:30(75) 405-2104, 목 13:30(75) 405-2104",송주란,,,N,N,30,
192,인문대학,,중어중문학과,2학년,CL3500228,011,중국어문법과활용,전공필수,3,3,0,"화 15:00(75) 306-310, 목 15:00(75) 306-310",윤순일,,,N,N,30,
193,인문대학,,중어중문학과,2학년,CL3500228,012,중국어문법과활용,전공필수,3,3,0,"월 09:00(75) 306-216, 수 09:00(75) 306-216",김현희,,,N,N,30,
194,인문대학,,중어중문학과,2학년,CL3500231,011,초급중국어쓰기,전공선택,3,3,0,"화 16:30(75) 306-310, 목 16:30(75) 306-310",장루이,,중국어 ,N,N,19,
195,인문대학,,중어중문학과,2학년,CL3500232,011,중급중국어말하기및듣기,전공선택,3,3,0,"월 10:30(75) 306-201, 수 10:30(75) 306-201",장루이,,중국어 ,N,N,19,
196,인문대학,,중어중문학과,2학년,CL3500232,012,중급중국어말하기및듣기,전공선택,3,3,0,"화 10:30(75) 307-104, 목 10:30(75) 307-104",LIU Tingting,,중국어 ,N,N,19,
197,인문대학,,중어중문학과,2학년,CL3500233,011,중국현대문학작품감상,전공선택,3,3,0,"월 13:30(75) 306-216, 수 13:30(75) 306-216",이화진,,,N,N,19,
198,인문대학,,중어중문학과,2학년,CL3500234,011,중국영화와문화산업,전공선택,3,3,0,"월 12:00(75) 306-206, 수 12:00(75) 306-206",박노종,,,N,N,28,
199,인문대학,,중어중문학과,3학년,CL2800227,011,중국고대문학사,전공필수,3,3,0,"월 16:30(75) 306-310, 수 16:30(75) 306-310",남덕현,,,N,N,30,
200,인문대학,,중어중문학과,3학년,CL2800227,012,중국고대문학사,전공필수,3,3,0,"화 13:30(75) 306-216, 목 13:30(75) 306-216",유미경,,,N,N,30,
201,인문대학,,중어중문학과,3학년,CL2000145,011,중국현대소설,전공선택,3,3,0,"월 09:00(75) 306-410, 수 09:00(75) 306-410",안승웅,,,N,N,19,
202,인문대학,,중어중문학과,3학년,CL3000696,011,중국어교과교육론,전공선택,3,3,0,"월 13:30(75) 307-202, 수 13:30(75) 307-202",장루이,,중국어 ,N,N,1,
203,인문대학,,중어중문학과,3학년,CL3500236,011,고급중국어말하기및듣기,전공선택,3,3,0,"화 15:00(75) 306-216, 목 15:00(75) 306-216",장루이,,중국어 ,N,N,19,
204,인문대학,,중어중문학과,3학년,CL3500456,011,기초중국어방언(회화),전공선택,3,3,0,"월 15:00(75) 306-310, 수 15:00(75) 306-310",LIU Tingting,,중국어 ,N,N,19,
205,인문대학,,중어중문학과,4학년,CL3000698,011,중국어교과논리및논술,전공선택,3,3,0,"월 15:00(75) 307-501, 수 15:00(75) 307-501",남덕현,,,N,N,2,
206,인문대학,,중어중문학과,4학년,CL3500244,011,중국뉴스읽기와듣기,전공선택,3,3,0,"화 12:00(75) 306-203, 목 12:00(75) 306-203",LIU Tingting,,중국어 ,N,N,15,
207,인문대학,,중어중문학과,4학년,CL3500245,011,고대중국어의이해,전공선택,3,3,0,"화 13:30(75) 306-205, 목 13:30(75) 306-205",나도원,,,N,N,15,
208,인문대학,,중어중문학과,4학년,CL3500807,011,중국고전소설과콘텐츠,전공선택,3,3,0,"월 15:00(75) 306-216, 수 15:00(75) 306-216",김경아,,,N,N,15,
209,인문대학,,일어일문학과,전학년,ZF1100236,001,일어(I),효원균형교양,3,3,0,"월 10:30(75) 306-213, 수 10:30(75) 306-213",한채민,세계와 소통,,N,N,30,
210,인문대학,,일어일문학과,전학년,ZF1100236,002,일어(I),효원균형교양,3,3,0,"월 12:00(75) 306-201, 수 12:00(75) 306-201",한채민,세계와 소통,,N,N,30,
211,인문대학,,일어일문학과,전학년,ZF1100236,003,일어(I),효원균형교양,3,3,0,"월 12:00(75) 405-2104, 수 12:00(75) 405-2104",이종은,세계와 소통,,N,N,30,
212,인문대학,,일어일문학과,전학년,ZF1100236,004,일어(I),효원균형교양,3,3,0,"월 12:00(75) 306-312, 수 12:00(75) 306-312",,세계와 소통,,N,N,30,
213,인문대학,,일어일문학과,전학년,ZF1100236,005,일어(I),효원균형교양,3,3,0,"월 15:00(75) 306-213, 수 15:00(75) 306-213",이지현,세계와 소통,,N,N,30,
214,인문대학,,일어일문학과,전학년,ZF1100236,006,일어(I),효원균형교양,3,3,0,"월 15:00(75) 306-312, 수 15:00(75) 306-312",서순현,세계와 소통,,N,N,30,
215,인문대학,,일어일문학과,전학년,ZF1100236,007,일어(I),효원균형교양,3,3,0,"화 12:00(75) 306-213, 목 12:00(75) 306-213",김소영,세계와 소통,,N,N,30,
216,인문대학,,일어일문학과,전학년,ZF1100236,008,일어(I),효원균형교양,3,3,0,"화 12:00(75) 306-412, 목 12:00(75) 306-412",안수현,세계와 소통,,N,N,30,
217,인문대학,,일어일문학과,전학년,ZF1100236,009,일어(I),효원균형교양,3,3,0,"화 12:00(75) 306-312, 목 12:00(75) 306-312",,세계와 소통,,N,N,30,
218,인문대학,,일어일문학과,전학년,ZF1100236,010,일어(I),효원균형교양,3,3,0,"화 15:00(75) 306-206, 목 15:00(75) 306-206",나승회,세계와 소통,,N,N,30,
219,인문대학,,일어일문학과,전학년,ZF1100236,200,일어(I),효원균형교양,3,3,0,금 10:00-13:00 밀양M02-2111,한경아,세계와 소통,,N,N,30,
220,인문대학,,일어일문학과,전학년,ZF1100240,001,일어(II),효원균형교양,3,3,0,"월 13:30(75) 306-213, 수 13:30(75) 306-213",이종은,세계와 소통,,N,N,30,
221,인문대학,,일어일문학과,전학년,ZF1100240,002,일어(II),효원균형교양,3,3,0,"화 15:00(75) 306-312, 목 15:00(75) 306-312",김수진,세계와 소통,,N,N,30,
222,인문대학,,일어일문학과,1학년,JL1500176,011,기초일본어(I),전공기초,3,3,0,"화 16:30(75) 306-213, 목 16:30(75) 306-213",조수현,,,N,N,25,수준별 분반 중 고급반
223,인문대학,,일어일문학과,1학년,JL1500176,012,기초일본어(I),전공기초,3,3,0,"화 16:30(75) 405-2104, 목 16:30(75) 405-2104",김수진,,,N,N,30,
224,인문대학,,일어일문학과,1학년,JL1500176,013,기초일본어(I),전공기초,3,3,0,"화 16:30(75) 306-206, 목 16:30(75) 306-206",나승회,,,N,N,30,
225,인문대학,,일어일문학과,1학년,JL1600236,011,일본어연습(I),전공기초,3,3,0,"월 16:30(75) 306-213, 수 16:30(75) 306-213",이지현,,,N,N,25,수준별 분반 중 고급반
226,인문대학,,일어일문학과,1학년,JL1600236,012,일본어연습(I),전공기초,3,3,0,"월 16:30(75) 306-203, 수 16:30(75) 306-203",노선숙,,,N,N,30,
227,인문대학,,일어일문학과,1학년,JL1600236,013,일본어연습(I),전공기초,3,3,0,"월 16:30(75) 306-312, 수 16:30(75) 306-312",서순현,,,N,N,30,
228,인문대학,,일어일문학과,2학년,JL2100001,011,일본어문법(I),전공필수,3,3,0,"월 10:30(75) 306-203, 수 10:30(75) 306-203",박미현,,,N,N,45,
229,인문대학,,일어일문학과,2학년,JL2100001,012,일본어문법(I),전공필수,3,3,0,"월 09:00(75) 306-206, 수 09:00(75) 306-206",박미현,,,N,N,45,
230,인문대학,,일어일문학과,2학년,JL2000262,011,일본사정,전공선택,3,3,0,"화 15:00(75) 306-213, 목 15:00(75) 306-213",조강희,,,N,N,20,연구.프로젝트 또는 세미나수업
231,인문대학,,일어일문학과,2학년,JL2100002,011,일본어회화(I),전공선택,3,3,0,"월 12:00(75) 306-213, 수 12:00(75) 306-213",오자키치에리,,일본어 ,N,N,20,
232,인문대학,,일어일문학과,2학년,JL2100002,012,일본어회화(I),전공선택,3,3,0,"화 12:00(75) 306-205, 목 12:00(75) 306-205",오자키치에리,,일본어 ,N,N,20,
233,인문대학,,일어일문학과,2학년,JL2100003,011,일문독해(I),전공선택,3,3,0,"월 13:30(75) 306-312, 수 13:30(75) 306-312",류민화,,,N,N,30,
234,인문대학,,일어일문학과,2학년,JL3300036,011,일본어강독,전공선택,3,3,0,"월 15:00(75) 306-203, 수 15:00(75) 306-203",노선숙,,,N,N,30,
235,인문대학,,일어일문학과,3학년,JL2000298,011,일본고전문법,전공필수,3,3,0,"화 10:30(75) 306-201, 목 10:30(75) 306-201",안수현,,,N,N,45,
236,인문대학,,일어일문학과,3학년,JL2000303,011,일본문학특강,전공선택,3,3,0,"화 13:30(75) 306-213, 목 13:30(75) 306-213",김소영,,,N,N,25,
237,인문대학,,일어일문학과,3학년,JL2100006,011,일본어작문(I),전공선택,3,3,0,"월 13:30(75) 306-205, 수 13:30(75) 306-205",조수현,,,N,N,25,
238,인문대학,,일어일문학과,3학년,JL2300305,011,일본현대소설,전공선택,3,3,0,"화 16:30(75) 306-409, 목 16:30(75) 306-409",한정선,,,N,N,25,
239,인문대학,,일어일문학과,4학년,JL2002196,011,현대일본대중문화,전공선택,3,3,0,"화 13:30(75) 306-312, 목 13:30(75) 306-312",한정선,,,N,N,25,
240,인문대학,,일어일문학과,4학년,JL2300311,011,일본문학번역연습,전공선택,3,3,0,"화 10:30(75) 306-213, 목 10:30(75) 306-213",김임숙,,,N,N,25,
241,인문대학,,일어일문학과,4학년,JL2300313,011,일본의언어와문화,전공선택,3,3,0,"월 10:30(75) 306-312, 수 10:30(75) 306-312",류민화,,,N,N,25,
242,인문대학,,일어일문학과,4학년,JL3000702,011,일본어교과교육론,전공선택,3,3,0,금 10:00-13:00 307-316,,,,N,N,2,
243,인문대학,,영어영문학과,전학년,ZF1100325,001,영상과영미문화,효원균형교양,3,3,0,"월 12:00(75) 306-412, 수 12:00(75) 306-412",정희연,문학과예술,,N,N,30,
244,인문대학,,영어영문학과,전학년,ZF1100494,001,영문학산책,효원균형교양,3,3,0,"월 15:00(75) 306-412, 수 15:00(75) 306-412",최성희,문학과예술,,N,N,30,
245,인문대학,,영어영문학과,전학년,ZF1101004,001,미국문학과글로벌문화,효원창의교양,3,3,0,"월 09:00(75) 306-412, 수 09:00(75) 306-412",김유곤,융합과 창의,,N,Y,30,원격(비실시간)
246,인문대학,,영어영문학과,1학년,EL1500746,013,영어회화,전공기초,3,3,0,"월 15:00(75) 306-217, 수 15:00(75) 306-217",벤메이,,영어,N,N,21,
247,인문대학,,영어영문학과,1학년,EL1500746,014,영어회화,전공기초,3,3,0,"월 16:30(75) 306-217, 수 16:30(75) 306-217",벤메이,,영어,N,N,21,
248,인문대학,,영어영문학과,1학년,EL1500746,015,영어회화,전공기초,3,3,0,"화 13:30(75) 306-217, 목 13:30(75) 306-217",벤메이,,영어,N,N,21,
249,인문대학,,영어영문학과,1학년,EL1500746,016,영어회화,전공기초,3,3,0,"화 15:00(75) 306-217, 목 15:00(75) 306-217",벤메이,,영어,N,N,21,
250,인문대학,,영어영문학과,1학년,EL1600230,013,영문학입문,전공기초,3,3,0,"월 13:30(75) 306-501, 수 13:30(75) 306-501",,,,N,N,60,
251,인문대학,,영어영문학과,2학년,EL3500792,013,영어음성음운론,전공필수,3,3,0,금 13:00-16:00 306-412,양세정,,,N,N,60,
252,인문대학,,영어영문학과,2학년,EL2000352,013,중급영어회화,전공선택,3,3,0,"월 09:00(75) 306-217, 수 09:00(75) 306-217",해커티,,영어,N,N,21,
253,인문대학,,영어영문학과,2학년,EL2000352,014,중급영어회화,전공선택,3,3,0,"월 12:00(75) 306-217, 수 12:00(75) 306-217",해커티,,영어,N,N,21,
254,인문대학,,영어영문학과,2학년,EL2000352,015,중급영어회화,전공선택,3,3,0,"화 12:00(75) 306-217, 목 12:00(75) 306-217",해커티,,영어,N,N,21,
255,인문대학,,영어영문학과,2학년,EL2000373,013,영문법,전공선택,3,3,0,"화 13:30(75) 306-412, 목 13:30(75) 306-412",장경철,,,N,N,60,
256,인문대학,,영어영문학과,2학년,EL2000420,013,영문학사,전공선택,3,3,0,"화 15:00(75) 306-412, 목 15:00(75) 306-412",,,,N,N,60,
257,인문대학,,영어영문학과,2학년,EL2800546,013,영미문화의이해,전공선택,3,3,0,"월 10:30(75) 306-412, 수 10:30(75) 306-412",김용규,,,N,N,55,
258,인문대학,,영어영문학과,3학년,EL3500866,013,미국문학의이해,전공필수,3,3,0,"화 13:30(75) 306-501, 목 13:30(75) 306-501",김유곤,,,N,N,60,
259,인문대학,,영어영문학과,3학년,EL3800250,013,영어교육론,전공선택,3,3,0,금 10:00-13:00 306-412,전지현,,,N,N,60,
260,인문대학,,영어영문학과,4학년,EL2000418,013,영어의미론,전공필수,3,3,0,"화 10:30(75) 306-412, 목 10:30(75) 306-412",박기성,,,N,N,60,
261,인문대학,,영어영문학과,4학년,EL2000391,013,고급영어작문,전공선택,3,3,0,"화 09:00(75) 306-217, 목 09:00(75) 306-217",해커티,,영어,N,N,19,
262,인문대학,,영어영문학과,4학년,EL2000558,013,응용언어학,전공선택,3,3,0,"월 13:30(75) 306-412, 수 13:30(75) 306-412",전지현,,,N,N,60,
263,인문대학,,불어불문학과,전학년,ZF1100817,001,프랑스어(I),효원균형교양,3,3,0,"월 09:00(75) 306-309, 수 09:00(75) 306-309",박은미,세계와 소통,,N,N,40,
264,인문대학,,불어불문학과,전학년,ZF1100817,002,프랑스어(I),효원균형교양,3,3,0,"월 10:30(75) 306-309, 수 10:30(75) 306-309",박은미,세계와 소통,,N,N,20,
265,인문대학,,불어불문학과,전학년,ZF1100817,003,프랑스어(I),효원균형교양,3,3,0,"화 10:30(75) 306-309, 목 10:30(75) 306-309",강영주,세계와 소통,,N,N,20,
266,인문대학,,불어불문학과,전학년,ZF1100817,004,프랑스어(I),효원균형교양,3,3,0,"화 12:00(75) 306-309, 목 12:00(75) 306-309",강영주,세계와 소통,,N,N,20,
267,인문대학,,불어불문학과,전학년,ZF1100817,005,프랑스어(I),효원균형교양,3,3,0,"월 13:30(75) 306-407, 수 13:30(75) 306-407",김미진,세계와 소통,,N,N,20,
268,인문대학,,불어불문학과,전학년,ZF1100817,006,프랑스어(I),효원균형교양,3,3,0,"월 13:30(75) 306-309, 수 13:30(75) 306-309",김영주,세계와 소통,,N,N,20,
269,인문대학,,불어불문학과,전학년,ZF1100817,007,프랑스어(I),효원균형교양,3,3,0,"월 15:00(75) 306-501, 수 15:00(75) 306-501",장정아,세계와 소통,,N,N,20,
270,인문대학,,불어불문학과,전학년,ZF1100817,008,프랑스어(I),효원균형교양,3,3,0,"월 13:30(75) 306-405, 수 13:30(75) 306-405",트로띠뇽/조국형,세계와 소통,,Y,N,20,
