연번,주관대학명,학과(부),주관학과명,학년,교과목번호,분반,교과목명,교과목구분,학점,이론시간,실습시간,시간표,교수명,교양영역명,원어강의,팀티칭,원격강좌여부,수강제한인원,비고
2025,사범대학,,체육교육과,1학년,PE3500104,001,축구(경기기능과과학적원리),전공선택,1,1,1,수 13:00(100) 710-101,한기훈,,,N,N,26,
2026,사범대학,,체육교육과,1학년,PE3500105,001,단체경기(경기기능과과학적원리),전공선택,1,1,1,수 15:00(100) 705-202,권세창,,,N,N,26,
2027,사범대학,,체육교육과,1학년,PE1600102,001,특수체육,전공기초,3,3,0,"월 10:30(75) 705-201, 수 10:30(75) 705-201",이현수,,,N,N,26,
2028,사범대학,,체육교육과,1학년,PE1600589,001,스포츠커리어디자인,전공기초,3,3,0,"화 10:30(75) 705-302, 목 10:30(75) 705-302",조송현,,,N,N,26,
2029,사범대학,,체육교육과,1학년,PE1600652,001,수영(자유형),전공기초,1,1,1,월 15:00(100) 706-101,김태규,,,N,N,26,
2030,사범대학,,체육교육과,1학년,PE3500120,001,육상(멀리뛰기),전공기초,1,1,1,월 13:00(100) 710-101,유재혁,,,N,N,26,
2031,사범대학,,체육교육과,2학년,PE2400676,001,운동생리학,전공필수,3,3,0,"월 10:30(75) 705-301, 수 10:30(75) 705-301",고수한,,,N,N,24,
2032,사범대학,,체육교육과,2학년,PE3500099,001,수영(평영),전공필수,1,1,1,월 15:00(100) 705-202,윤정희,,,N,N,24,
2033,사범대학,,체육교육과,2학년,PE3500100,001,체조(마루운동Ⅱ),전공필수,1,1,1,수 13:00(100) 511-101,김정대,,,N,N,24,
2034,사범대학,,체육교육과,2학년,PE3500114,001,배구(경기기능과과학적원리),전공필수,1,1,1,목 15:00(100) 706-106,강태구,,,N,N,24,
2035,사범대학,,체육교육과,2학년,PE3500101,001,육상(높이뛰기),전공선택,1,1,1,화 15:00(100) 710-101,유재혁,,,N,N,24,
2036,사범대학,,체육교육과,2학년,PE3500111,001,배드민턴(경기기능과과학적원리),전공선택,1,1,1,화 13:00(100) 706-106,조송현,,,N,N,24,
2037,사범대학,,체육교육과,2학년,PE3500113,001,농구(경기기능과과학적원리),전공선택,1,1,1,목 13:00(100) 706-316,곽주영,,,N,N,24,
2038,사범대학,,체육교육과,2학년,PE3500115,001,테니스(경기기능과과학적원리),전공선택,1,1,1,월 13:00(100) 706-316,이재윤,,,N,N,24,
2039,사범대학,,체육교육과,2학년,PE3500117,001,대내경기(경기기능과과학적원리),전공선택,1,1,1,수 15:00(100) 706-106,조건상,,,N,N,24,
2040,사범대학,,체육교육과,3학년,PE2700167,001,스포츠심리학,전공필수,3,3,0,"월 09:00(75) 705-301, 수 09:00(75) 705-301",권세창,,,N,N,26,
2041,사범대학,,체육교육과,3학년,PE3500137,001,초급한국무용의이론과실제,전공선택,1,1,1,월 13:00(100) 706-103,안귀연,,,N,N,26,
2042,사범대학,,체육교육과,3학년,PE3500138,001,대외경기(경기기능과과학적원리),전공선택,1,1,1,수 15:00(100) 706-316,이현수,,,N,N,26,
2043,사범대학,,체육교육과,3학년,PE3500139,001,체육교과교재및연구법,전공선택,3,3,0,"화 10:30(75) 705-201, 목 10:30(75) 705-201",조건상,,,N,N,26,
2044,사범대학,,체육교육과,3학년,PE3500624,001,스포츠동작분석의이해,전공선택,3,3,0,"화 09:00(75) 705-301, 목 09:00(75) 705-301",한기훈,,,N,N,26,
2045,사범대학,,체육교육과,4학년,PE3000205,001,체육측정평가,전공필수,3,3,0,"월 09:00(75) 705-303, 수 09:00(75) 705-303",이근모,,,N,N,26,
2046,사범대학,,체육교육과,4학년,PE3900985,001,건강교육,전공필수,3,3,0,"월 10:30(75) 705-302, 수 10:30(75) 705-302",김태규,,,N,N,26,
2047,사범대학,,체육교육과,4학년,PE3400301,001,체육사·철학,전공선택,3,3,0,금 13:00-16:00 705-201,,,,N,N,26,
2048,사범대학,,체육교육과,4학년,PE3500151,001,골프(경기전략과지도법),전공선택,1,1,1,월 13:00(100) 706-208,조송현,,,N,N,20,
2049,사범대학,,체육교육과,4학년,PE3500154,001,평생스포츠,전공선택,1,1,1,수 15:00(100) 706-101,한기훈,,,N,N,26,
2050,경제통상대학,,무역학부,전학년,ZF1101139,001,지방소멸과 균형발전,효원균형교양,3,3,0,"화 15:00(75) 516-304, 목 15:00(75) 516-304",안영빈,사회와문화,,N,N,30,
2051,경제통상대학,,무역학부,전학년,ZF1101140,001,글로벌 경영의 기업가정신,효원균형교양,3,3,0,"화 13:30(75) 516-303, 목 13:30(75) 516-303",김균,사회와문화,,N,N,40,
2052,경제통상대학,,무역학부,전학년,ZF1200031,001,국제상거래의이해,효원균형교양,3,3,0,금 09:00-12:00 516-301,이양기/이기영,사회와문화,,Y,N,50,
2053,경제통상대학,,무역학부,1학년,IT1500038,001,경제학원론,전공기초,3,3,0,"월 13:30(75) 516-301, 수 13:30(75) 516-301",심기은,,,N,N,75,
2054,경제통상대학,,무역학부,1학년,IT1500038,002,경제학원론,전공기초,3,3,0,"월 15:00(75) 516-301, 수 15:00(75) 516-301",심기은,,,N,N,75,
2055,경제통상대학,,무역학부,1학년,IT1500289,001,무역학원론,전공기초,3,3,0,"화 12:00(75) 516-301, 목 12:00(75) 516-301",원유경,,,N,N,55,
2056,경제통상대학,,무역학부,1학년,IT1500289,002,무역학원론,전공기초,3,3,0,"화 13:30(75) 516-302, 목 13:30(75) 516-302",원유경,,,N,N,40,
2057,경제통상대학,,무역학부,1학년,IT1500289,003,무역학원론,전공기초,3,3,0,"월 09:00(75) 516-301, 수 09:00(75) 516-301",홍혜정,,,N,N,55,
2058,경제통상대학,,무역학부,1학년,IT1600359,001,글로벌경제와 리더십(I),전공기초,1,1,0,화 16:30(50) 516-301,김경민,,,N,N,120,
2059,경제통상대학,,무역학부,2학년,IT2400930,001,국제마케팅,전공필수,3,3,0,"화 09:00(75) 516-301, 목 09:00(75) 516-301",김균,,,N,N,70,
2060,경제통상대학,,무역학부,2학년,IT2400930,002,국제마케팅,전공필수,3,3,0,"화 10:30(75) 516-201, 목 10:30(75) 516-201",한나희,,,N,N,70,
2061,경제통상대학,,무역학부,2학년,IT3000470,001,국제상무론,전공필수,3,3,0,"월 10:30(75) 516-301, 수 10:30(75) 516-301",이양기,,영어,N,N,30,
2062,경제통상대학,,무역학부,2학년,IT3000470,002,국제상무론,전공필수,3,3,0,"화 13:30(75) 516-201, 목 13:30(75) 516-201",이기영,,,N,N,60,
2063,경제통상대학,,무역학부,2학년,IT3000470,003,국제상무론,전공필수,3,3,0,금 09:00-12:00 516-303,양정미,,,N,N,45,
2064,경제통상대학,,무역학부,2학년,IT3000471,001,국제통상법,전공선택,3,3,0,"화 12:00(75) 516-303, 목 12:00(75) 516-303",양정미,,,N,N,48,
2065,경제통상대학,,무역학부,2학년,IT3000503,001,미시경제학,전공선택,3,3,0,"화 13:30(75) 516-304, 목 13:30(75) 516-304",안영빈,,영어,N,N,35,
2066,경제통상대학,,무역학부,2학년,IT3000503,002,미시경제학,전공선택,3,3,0,"화 10:30(75) 516-504, 목 10:30(75) 516-504",안영빈,,영어,N,Y,10,"원격(실시간, APRU)"
2067,경제통상대학,,무역학부,2학년,IT3000512,001,국제경제학,전공선택,3,3,0,"월 13:30(75) 516-303, 수 13:30(75) 516-303",이기환,,,N,N,48,
2068,경제통상대학,,무역학부,2학년,IT3000512,002,국제경제학,전공선택,3,3,0,"월 15:00(75) 516-303, 수 15:00(75) 516-303",이기환,,,N,N,48,
2069,경제통상대학,,무역학부,2학년,IT3400363,001,회계학원리,전공선택,3,3,0,"화 15:00(75) 516-302, 목 15:00(75) 516-302",김명종,,영어,N,N,50,
2070,경제통상대학,,무역학부,2학년,IT3600108,001,기업법,전공선택,3,3,0,"화 10:30(75) 516-301, 목 10:30(75) 516-301",서지민,,,N,N,65,
2071,경제통상대학,,무역학부,3학년,IT3000467,001,국제금융경제론,전공필수,3,3,0,"화 13:30(75) 516-301, 목 13:30(75) 516-301",김경민,,영어,N,N,65,
2072,경제통상대학,,무역학부,3학년,IT3000467,002,국제금융경제론,전공필수,3,3,0,"화 15:00(75) 516-301, 목 15:00(75) 516-301",김경민,,영어,N,N,65,
2073,경제통상대학,,무역학부,3학년,IT3000433,001,무역계약론,전공선택,3,3,0,"화 09:00(75) 516-302, 목 09:00(75) 516-302",서지민,,,N,N,40,
2074,경제통상대학,,무역학부,3학년,IT3000442,001,산업정책론,전공선택,3,3,0,"월 13:30(75) 516-304, 수 13:30(75) 516-304",장지영,,,N,N,40,
2075,경제통상대학,,무역학부,3학년,IT3100748,001,국제경영학,전공선택,3,3,0,"화 10:30(75) 516-303, 목 10:30(75) 516-303",김균,,영어,N,N,35,
2076,경제통상대학,,무역학부,3학년,IT3200242,001,국제경제의계량분석,전공선택,3,3,0,"화 10:30(75) 516-713, 목 10:30(75) 516-713",심기은,,,N,N,40,
2077,경제통상대학,,무역학부,3학년,IT3200243,001,국제자원환경경제,전공선택,3,3,0,"월 15:00(75) 516-304, 수 15:00(75) 516-304",장지영,,,N,N,40,
2078,경제통상대학,,무역학부,3학년,IT3400368,001,국제물류관리론,전공선택,3,3,0,"화 12:00(75) 516-302, 목 12:00(75) 516-302",김동진,,,N,N,40,
2079,경제통상대학,,무역학부,3학년,IT3800720,001,무역결제론,전공선택,3,3,0,"화 10:30(75) 516-304, 목 10:30(75) 516-304",김영주,,,N,N,50,
2080,경제통상대학,,무역학부,4학년,IT2003040,001,외환론,전공선택,3,3,0,"화 10:30(75) 516-302, 목 10:30(75) 516-302",김경민,,,N,N,50,
2081,경제통상대학,,무역학부,4학년,IT3000474,001,무역보험론,전공선택,3,3,0,"화 12:00(75) 516-304, 목 12:00(75) 516-304",김영주,,,N,N,50,
2082,경제통상대학,,무역학부,4학년,IT3400369,001,한국무역경제론,전공선택,3,3,0,"월 10:30(75) 516-304, 수 10:30(75) 516-304",홍혜정,,,N,N,54,
2083,경제통상대학,,경제학부,전학년,ZF1100112,001,생활과경제,효원균형교양,3,3,0,"월 15:00(75) 516-206, 수 15:00(75) 516-206",김현석,사회와문화,,N,N,46,
2084,경제통상대학,,경제학부,전학년,ZF1100112,002,생활과경제,효원균형교양,3,3,0,"월 15:00(75) 516-207, 수 15:00(75) 516-207",홍지훈,사회와문화,,N,N,46,
2085,경제통상대학,,경제학부,전학년,ZF1200117,001,마음을움직이는경제학,효원균형교양,3,3,0,금 15:00-18:00 516-L(B)101,원두환,사회와문화,,N,Y,120,원격(비실시간)
2086,경제통상대학,,경제학부,1학년,EC1500387,001,경제통계학,전공필수,3,3,0,"월 13:30(75) 516-101, 수 13:30(75) 516-101",한국영,,영어,N,N,60,
2087,경제통상대학,,경제학부,1학년,EC1500387,002,경제통계학,전공필수,3,3,0,"월 15:00(75) 516-101, 수 15:00(75) 516-101",한국영,,영어,N,N,60,
2088,경제통상대학,,경제학부,1학년,EC1500387,003,경제통계학,전공필수,3,3,0,"월 10:30(75) 516-101, 수 10:30(75) 516-101",김재윤,,영어,N,N,60,
2089,경제통상대학,,경제학부,1학년,EC1600175,001,경제학원론(I),전공기초,3,3,0,"화 13:30(75) 516-512, 목 13:30(75) 516-512",최병호,,,N,N,50,
2090,경제통상대학,,경제학부,1학년,EC1600175,002,경제학원론(I),전공기초,3,3,0,"월 09:00(75) 516-307, 수 09:00(75) 516-307",한현옥,,,N,N,50,
2091,경제통상대학,,경제학부,1학년,EC1600175,003,경제학원론(I),전공기초,3,3,0,"월 10:30(75) 516-307, 수 10:30(75) 516-307",한현옥,,,N,N,50,
2092,경제통상대학,,경제학부,1학년,EC1600175,004,경제학원론(I),전공기초,3,3,0,"화 12:00(75) 516-512, 목 12:00(75) 516-512",문시진,,,N,N,50,
2093,경제통상대학,,경제학부,1학년,EC1600175,005,경제학원론(I),전공기초,3,3,0,금 13:00-16:00 516-101,기석도,,,N,N,60,
2094,경제통상대학,,경제학부,1학년,EC1600268,001,회계학원리,전공기초,3,3,0,"화 13:30(75) 516-101, 목 13:30(75) 516-101",김명종,,,N,N,60,
2095,경제통상대학,,경제학부,1학년,EC1600268,002,회계학원리,전공기초,3,3,0,"화 10:30(75) 516-101, 목 10:30(75) 516-101",서민근,,,N,N,60,
2096,경제통상대학,,경제학부,1학년,EC1600268,003,회계학원리,전공기초,3,3,0,"화 12:00(75) 516-101, 목 12:00(75) 516-101",서민근,,,N,N,60,
2097,경제통상대학,,경제학부,1학년,EC1600359,001,글로벌경제와 리더십(I),전공기초,1,1,0,화 16:30(50) 516-L(B)101,원두환,,,N,N,175,
2098,경제통상대학,,경제학부,2학년,EC3000503,001,미시경제학,전공필수,3,3,0,"월 10:30(75) 516-512, 수 10:30(75) 516-512",최병호,,,N,N,56,
2099,경제통상대학,,경제학부,2학년,EC3000503,002,미시경제학,전공필수,3,3,0,"월 15:00(75) 516-512, 수 15:00(75) 516-512",최병호,,,N,N,56,
2100,경제통상대학,,경제학부,2학년,EC3000503,003,미시경제학,전공필수,3,3,0,"월 09:00(75) 516-206, 수 09:00(75) 516-206",김기승,,영어,N,N,46,
2101,경제통상대학,,경제학부,2학년,EC3000503,004,미시경제학,전공필수,3,3,0,"월 10:30(75) 516-206, 수 10:30(75) 516-206",김기승,,영어,N,N,46,
2102,경제통상대학,,경제학부,2학년,EC3000503,005,미시경제학,전공필수,3,3,0,"화 13:30(75) 516-207, 목 13:30(75) 516-207",홍지훈,,,N,N,58,
2103,경제통상대학,,경제학부,2학년,EC2002958,001,시장경제의이해,전공선택,3,3,0,금 09:00-12:00 516-101,원두환/박경근,,,Y,N,60,
2104,경제통상대학,,경제학부,2학년,EC2003297,001,문화경제의이해,전공선택,3,3,0,"월 12:00(75) 516-207, 수 12:00(75) 516-207",최성희,,,N,N,58,
2105,경제통상대학,,경제학부,2학년,EC3000522,001,계량경제학,전공선택,3,3,0,"화 09:00(75) 516-512, 목 09:00(75) 516-512",윤성민,,,N,N,56,
2106,경제통상대학,,경제학부,2학년,EC3900055,001,경제사개설,전공선택,3,3,0,"화 10:30(75) 516-206, 목 10:30(75) 516-206",윤여준,,,N,N,46,
2107,경제통상대학,,경제학부,2학년,EC3900055,002,경제사개설,전공선택,3,3,0,"화 13:30(75) 516-206, 목 13:30(75) 516-206",윤여준,,,N,N,46,
2108,경제통상대학,,경제학부,3학년,EC2002967,001,고급거시경제학,전공선택,3,3,0,"화 15:00(75) 516-512, 목 15:00(75) 516-512",김재윤,,,N,N,56,
2109,경제통상대학,,경제학부,3학년,EC2002968,001,조세론,전공선택,3,3,0,"월 12:00(75) 516-512, 수 12:00(75) 516-512",이승은,,,N,N,56,
2110,경제통상대학,,경제학부,3학년,EC3000510,001,환경경제학,전공선택,3,3,0,"월 09:00(75) 516-512, 수 09:00(75) 516-512",이승은,,,N,N,56,
2111,경제통상대학,,경제학부,3학년,EC3000512,001,국제경제학,전공선택,3,3,0,"화 12:00(75) 516-206, 목 12:00(75) 516-206",박수남,,,N,N,46,
2112,경제통상대학,,경제학부,3학년,EC3000512,002,국제경제학,전공선택,3,3,0,"화 15:00(75) 516-206, 목 15:00(75) 516-206",박수남,,,N,N,46,
2113,경제통상대학,,경제학부,3학년,EC3000520,001,경제학설사,전공선택,3,3,0,"화 09:00(75) 516-307, 목 09:00(75) 516-307",정향교,,,N,N,54,
2114,경제통상대학,,경제학부,3학년,EC3000521,001,재정학,전공선택,3,3,0,"월 15:00(75) 516-307, 수 15:00(75) 516-307",이근재,,,N,N,40,
2115,경제통상대학,,경제학부,3학년,EC3000521,002,재정학,전공선택,3,3,0,"월 16:30(75) 516-307, 수 16:30(75) 516-307",이근재,,,N,N,40,
2116,경제통상대학,,경제학부,3학년,EC3000529,001,도시경제학,전공선택,3,3,0,"월 13:30(75) 516-206, 수 13:30(75) 516-206",이승은,,,N,N,58,
2117,경제통상대학,,경제학부,3학년,EC3000532,001,산업조직론,전공선택,3,3,0,"월 13:30(75) 516-307, 수 13:30(75) 516-307",한현옥,,,N,N,54,
2118,경제통상대학,,경제학부,3학년,EC3000541,001,화폐금융론,전공선택,3,3,0,"화 12:00(75) 516-307, 목 12:00(75) 516-307",신종협,,,N,N,40,
2119,경제통상대학,,경제학부,3학년,EC3000541,002,화폐금융론,전공선택,3,3,0,"월 12:00(75) 516-307, 수 12:00(75) 516-307",전창완,,,N,N,40,
2120,경제통상대학,,경제학부,3학년,EC3100897,001,게임이론,전공선택,3,3,0,"화 13:30(75) 516-307, 목 13:30(75) 516-307",한국영,,,N,N,54,
2121,경제통상대학,,경제학부,4학년,EC2002973,001,파생상품의이해,전공선택,3,3,0,"화 10:30(75) 516-307, 목 10:30(75) 516-307",한국영,,,N,N,54,
2122,경제통상대학,,경제학부,4학년,EC2002977,001,금융기관과시장,전공선택,3,3,0,금 09:00-12:00 516-512,기석도,,,N,N,56,
2123,경제통상대학,,경제학부,4학년,EC2002981,001,보건경제학,전공선택,3,3,0,"화 10:30(75) 516-207, 목 10:30(75) 516-207",주예진,,영어,N,N,58,
2124,경제통상대학,,경제학부,4학년,EC2002985,001,경제학특강(I),전공선택,3,3,0,"화 12:00(75) 516-207, 목 12:00(75) 516-207",한성일,,,N,N,58,
2125,경제통상대학,,경제학부,4학년,EC2003300,001,인사관리경제학,전공선택,3,3,0,"월 13:30(75) 516-207, 수 13:30(75) 516-207",이준영,,,N,N,58,
2126,경제통상대학,,경제학부,4학년,EC2900105,001,한국경제론,전공선택,3,3,0,"월 09:00(75) 516-101, 수 09:00(75) 516-101",김채린,,,N,N,50,
2127,경제통상대학,,경제학부,4학년,EC3000549,001,경제변동론,전공선택,3,3,0,"월 13:30(75) 516-512, 수 13:30(75) 516-512",김영덕,,,N,N,56,
2128,경제통상대학,,경제학부,4학년,EC3500271,001,행동경제학,전공선택,3,3,0,"화 10:30(75) 516-512, 목 10:30(75) 516-512",정향교,,,N,N,56,
2129,경제통상대학,,관광컨벤션학과,1학년,TC1500809,089,관광학원론,전공기초,3,3,0,"월 10:30(75) 516-513, 수 10:30(75) 516-513",이상호,,,N,N,50,
2130,경제통상대학,,관광컨벤션학과,1학년,TC1600359,089,글로벌경제와 리더십(I),전공기초,1,1,0,화 16:30(50) 516-611,이상호,,,N,N,40,
2131,경제통상대학,,관광컨벤션학과,1학년,TC1600572,089,관광경영학,전공기초,3,3,0,"화 10:30(75) 516-513, 목 10:30(75) 516-513",김이태,,,N,N,40,
2132,경제통상대학,,관광컨벤션학과,2학년,TC2700200,089,호텔경영론,전공필수,3,3,0,"월 12:00(75) 516-611, 수 12:00(75) 516-611",김인신,,,N,N,40,
2133,경제통상대학,,관광컨벤션학과,2학년,TC3200609,089,관광정책론,전공필수,3,3,0,"월 15:00(75) 516-513, 수 15:00(75) 516-513",,,,N,N,40,
2134,경제통상대학,,관광컨벤션학과,2학년,TC3400339,089,여행사경영론,전공선택,3,3,0,금 10:00-13:00 516-513,안소연,,,N,N,35,
2135,경제통상대학,,관광컨벤션학과,3학년,TC2700342,089,관광개발론,전공필수,3,3,0,"화 10:30(75) 516-611, 목 10:30(75) 516-611",김하니,,영어,N,N,40,
2136,경제통상대학,,관광컨벤션학과,3학년,TC2700258,089,관광컨벤션커뮤니케이션론,전공선택,3,3,0,"화 13:30(75) 516-513, 목 13:30(75) 516-513",류예빈,,,N,N,35,
2137,경제통상대학,,관광컨벤션학과,3학년,TC2700350,089,여가론,전공선택,3,3,0,"화 15:00(75) 516-513, 목 15:00(75) 516-513",유영준,,,N,N,35,
2138,경제통상대학,,관광컨벤션학과,3학년,TC3300300,089,지속가능관광론,전공선택,3,3,0,"월 10:30(75) 516-611, 수 10:30(75) 516-611",심미영,,,N,N,35,
2139,경제통상대학,,관광컨벤션학과,3학년,TC3400502,089,외식산업경영론,전공선택,3,3,0,"월 12:00(75) 516-513, 수 12:00(75) 516-513",김정승,,,N,N,35,
2140,경제통상대학,,관광컨벤션학과,3학년,TC3500292,089,관광심리학,전공선택,3,3,0,"월 13:30(75) 516-513, 수 13:30(75) 516-513",배소혜,,,N,N,35,
2141,경제통상대학,,관광컨벤션학과,4학년,TC2700374,089,PCO 창업론,전공선택,3,3,0,"월 16:30(75) 516-513, 수 16:30(75) 516-513",,,,N,N,35,
2142,경제통상대학,,관광컨벤션학과,4학년,TC3400505,089,전시컨벤션시설운영론,전공선택,3,3,0,금 14:00-17:00 516-513,이세준,,,N,N,35,
2143,경제통상대학,,국제학부,1학년,GS3400949,001,국제학입문(I),전공필수,3,3,0,"월 12:00(75) 516-201, 수 12:00(75) 516-201",에이미 레,,영어,N,N,80,
2144,경제통상대학,,국제학부,1학년,GS1600359,001,글로벌경제와 리더십(I),전공기초,1,1,0,화 16:30(50) 516-203,배용균,,영어,N,N,45,
2145,경제통상대학,,국제학부,1학년,GS1600737,001,범교과 작문(I),전공기초,3,3,0,"화 13:30(75) 516-205, 목 13:30(75) 516-205",Kunkel Michelle Amy,,영어,N,N,25,
2146,경제통상대학,,국제학부,1학년,GS1600737,002,범교과 작문(I),전공기초,3,3,0,"화 15:00(75) 516-205, 목 15:00(75) 516-205",Kunkel Michelle Amy,,영어,N,N,25,
2147,경제통상대학,,국제학부,1학년,GS1600743,001,수사학  (I),전공기초,3,3,0,"월 09:00(75) 516-204, 수 09:00(75) 516-204",크리스토퍼 헤네시,,영어,N,N,25,
2148,경제통상대학,,국제학부,1학년,GS1600743,002,수사학  (I),전공기초,3,3,0,"월 10:30(75) 516-204, 수 10:30(75) 516-204",크리스토퍼 헤네시,,영어,N,N,25,
2149,경제통상대학,,국제학부,2학년,GS3000747,001,현대경영이론,전공필수,3,3,0,금 09:00-12:00 516-201,TAPANAINEN TOMMI,,영어,N,N,80,
2150,경제통상대학,,국제학부,2학년,GS3600484,001,미시경제학 입문,전공필수,3,3,0,"월 15:00(75) 516-201, 수 15:00(75) 516-201",배용균,,영어,N,N,80,
2151,경제통상대학,,국제학부,2학년,GS2001450,001,프로젝트 설계와 리더십,전공선택,3,3,0,"화 12:00(75) 516-204, 목 12:00(75) 516-204",Kunkel Michelle Amy,,영어,N,N,40,
2152,경제통상대학,,국제학부,2학년,GS2003260,001,역사 그리고 역사의 가공,전공선택,3,3,0,"월 09:00(75) 516-205, 수 09:00(75) 516-205",Cooper Timothy,,영어,N,N,40,
2153,경제통상대학,,국제학부,2학년,GS2003286,001,글로벌 냉전,전공선택,3,3,0,"화 12:00(75) 516-205, 목 12:00(75) 516-205",Hart Nina Mee,,영어,N,N,40,
2154,경제통상대학,,국제학부,2학년,GS3300349,001,IT 경영기초,전공선택,3,3,0,"월 13:30(75) 516-205, 수 13:30(75) 516-205",TAPANAINEN TOMMI,,영어,N,N,40,
2155,경제통상대학,,국제학부,2학년,GS3600205,001,"인문학, 역사, 그리고 사회",전공선택,3,3,0,"월 12:00(75) 516-204, 수 12:00(75) 516-204",CRIPPEN Matthew,,영어,N,N,40,
2156,경제통상대학,,국제학부,2학년,GS1600739,001,분석적글쓰기(III),전공기초,3,3,0,"화 09:00(75) 516-204, 목 09:00(75) 516-204",크리스토퍼 헤네시,,영어,N,N,25,
2157,경제통상대학,,국제학부,2학년,GS1600739,002,분석적글쓰기(III),전공기초,3,3,0,"화 10:30(75) 516-204, 목 10:30(75) 516-204",크리스토퍼 헤네시,,영어,N,N,25,
2158,경제통상대학,,국제학부,3학년,GS3500752,001,국제관계와정치학,전공필수,3,3,0,"월 16:30(75) 516-201, 수 16:30(75) 516-201",FARAGO NIV,,영어,N,N,80,
2159,경제통상대학,,국제학부,3학년,GS2002578,001,국제화의 역사,전공선택,3,3,0,"월 10:30(75) 516-205, 수 10:30(75) 516-205",Cooper Timothy,,영어,N,N,35,
2160,경제통상대학,,국제학부,3학년,GS2003224,001,세계화 경제론,전공선택,3,3,0,"화 16:30(75) 516-204, 목 16:30(75) 516-204",MAHMUT AKARSU,,영어,N,N,35,
2161,경제통상대학,,국제학부,3학년,GS2003287,001,국제경제법,전공선택,3,3,0,"화 10:30(75) 516-205, 목 10:30(75) 516-205",Hart Nina Mee,,영어,N,N,35,
2162,경제통상대학,,국제학부,3학년,GS2900280,001,국제금융학,전공선택,3,3,0,"화 15:00(75) 516-201, 목 15:00(75) 516-201",배용균,,영어,N,N,80,
2163,경제통상대학,,국제학부,3학년,GS3300996,001,혁신과기술경영,전공선택,3,3,0,"월 09:00(75) 516-203, 수 09:00(75) 516-203",TAPANAINEN TOMMI,,영어,N,N,45,
2164,경제통상대학,,국제학부,3학년,GS3500780,001,종교와문화,전공선택,3,3,0,"월 13:30(75) 516-204, 수 13:30(75) 516-204",CRIPPEN Matthew,,영어,N,N,40,
2165,경제통상대학,,국제학부,3학년,GS3600208,001,핵무기 시대의 정치학,전공선택,3,3,0,"월 13:30(75) 516-203, 수 13:30(75) 516-203",FARAGO NIV,,영어,N,N,45,
2166,경제통상대학,,국제학부,3학년,GS3600539,001,"기술, 신경윤리학 그리고 글로벌 사회",전공선택,3,3,0,"월 15:00(75) 516-204, 수 15:00(75) 516-204",CRIPPEN Matthew,,영어,N,N,40,
2167,경제통상대학,,국제학부,4학년,GS3500756,001,국제학 세미나,전공필수,3,3,0,금 15:00-18:00 516-203,Kunkel Michelle Amy,,영어,N,N,40,
2168,경제통상대학,,국제학부,4학년,GS2002325,001,화폐금융론,전공선택,3,3,0,"화 15:00(75) 516-204, 목 15:00(75) 516-204",MAHMUT AKARSU,,영어,N,N,35,
2169,경제통상대학,,국제학부,4학년,GS2003246,001,문학:비평이론,전공선택,3,3,0,"월 15:00(75) 516-205, 수 15:00(75) 516-205",에이미 레,,영어,N,N,35,
2170,경제통상대학,,국제학부,4학년,GS2003283,001,민주주의: 세계사,전공선택,3,3,0,"월 12:00(75) 516-205, 수 12:00(75) 516-205",Cooper Timothy,,영어,N,N,35,
2171,경제통상대학,,국제학부,4학년,GS2003288,001,국제인권법,전공선택,3,3,0,"화 09:00(75) 516-205, 목 09:00(75) 516-205",Hart Nina Mee,,영어,N,N,35,
2172,경제통상대학,국제학부,글로벌스터디즈 프로그램,2학년,GP2900282,001,국제개발경제학,전공선택,3,3,0,"화 13:30(75) 516-204, 목 13:30(75) 516-204",MAHMUT AKARSU,,영어,N,N,40,
2173,경제통상대학,국제학부,글로벌스터디즈 프로그램,2학년,GP3400244,001,연구 방법론,전공선택,3,3,0,금 12:00-15:00 516-203,에이미 레,,영어,N,N,40,
2174,경제통상대학,국제학부,한국.동아시아학전공,2학년,KE3600485,001,중동지역의분쟁,전공선택,3,3,0,"월 10:30(75) 516-203, 수 10:30(75) 516-203",FARAGO NIV,,영어,N,N,45,
2175,경제통상대학,국제학부,한국.동아시아학전공,3학년,KE2001966,001,한국홍보활성화: 관광과 문화의 큐레이션,전공선택,3,3,0,"화 13:30(75) 516-203, 목 13:30(75) 516-203",SAEJI CEDAR BOUGH T.,,영어,N,N,45,
2176,경제통상대학,국제학부,한국.동아시아학전공,3학년,KE3600215,001,한국대중음악,전공선택,3,3,0,"화 10:30(75) 516-203, 목 10:30(75) 516-203",SAEJI CEDAR BOUGH T.,,영어,N,N,45,
2177,경제통상대학,국제학부,한국.동아시아학전공,4학년,KE3600216,001,미디어에 비친 동아시아,전공선택,3,3,0,"화 09:00(75) 516-203, 목 09:00(75) 516-203",SAEJI CEDAR BOUGH T.,,영어,N,N,45,
2178,경제통상대학,,공공정책학부,1학년,PP1600170,089,경제학원론,전공기초,3,3,0,"월 10:30(75) 516-202, 수 10:30(75) 516-202",이준민,,,N,N,45,
2179,경제통상대학,,공공정책학부,1학년,PP1600359,089,글로벌경제와 리더십(I),전공기초,1,1,0,화 16:30(50) 516-306,이준민,,,N,N,45,
2180,경제통상대학,,공공정책학부,1학년,PP1600669,089,정책학의이해,전공기초,3,3,0,금 09:00-12:00 516-306,서정환,,,N,N,45,
